Price,Validity,Description,Tags,Circle,Time,Price2,Days2,Tag1,Tag2,clean_price_per_day
Rs. 699,84 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 84 Days",Idea Local,Assam,2021-Q1,699.0,84,Idea,Local,8.321428571
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Idea Local,Assam,2021-Q1,558.0,56,Idea,Local,9.964285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Idea Local,Assam,2021-Q1,379.0,84,Idea,Local,4.511904762
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Idea Local,Assam,2021-Q1,219.0,28,Idea,Local,7.821428571
Rs. 29,5 days,"2G/3G Data: 1 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL Roaming,Assam,2021-Q1,29.0,5,BSNL,Roaming,5.8
Rs. 1098,84 days,"2G/3G Data: Unlimited -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- including MTNL area Mumbai and Delhi+ PRBT(Enjoy FREE BSNL Caller Tunes With Unlimited Songs change)",BSNL STD,Assam,2021-Q1,1098.0,84,BSNL,STD,13.071428571
Rs. 1499,365 days,Now get Truly Unlimited Local/National Calls to all Networks +24GB Data+3600SMS -- Validity: 365 Days,Idea Plan,Bihar Jharkhand,2021-Q1,1499.0,365,Idea,Plan,4.106849315
Rs. 78,89 days,Callertunes with unlimited song change at rs -- 78 for 89 days,Vodafone Other,Bihar Jharkhand,2021-Q1,78.0,89,Vodafone,Other,0.876404494
Rs. 249,28 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day +100SMS/Day -- Validity:28 Days,Vodafone 4G Data,Bihar Jharkhand,2021-Q1,249.0,28,Vodafone,4G Data,8.892857143
Rs. 48,28 days,2G/3G/4G Data: 3 GB -- Service Validity 28days.,Vodafone 4G Data,Bihar Jharkhand,2021-Q1,48.0,28,Vodafone,4G Data,1.714285714
Rs. 79,28 days,Get Rs64 Talktime+Local/National Calls@1p/sec+200MB for 28 Days,Vodafone Top up,Bihar Jharkhand,2021-Q1,79.0,28,Vodafone,Top up,2.821428571
Rs. 299,28 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 28 Days",Vodafone 4G Data,Bihar Jharkhand,2021-Q1,299.0,28,Vodafone,4G Data,10.678571429
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Bihar Jharkhand,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 699,84 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 84 Days",Vodafone Local,Bihar Jharkhand,2021-Q1,699.0,84,Vodafone,Local,8.321428571
Rs. 599,84 days,Now get Truly Unlimited Local/National Calls to all Networks+1.5GB/Day +100SMS/Day -- Validity:84 Days,Vodafone Local,Bihar Jharkhand,2021-Q1,599.0,84,Vodafone,Local,7.130952381
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Bihar Jharkhand,2021-Q1,558.0,56,Vodafone,Local,9.964285714
Rs. 555,77 days,"2G/3G/4G Data: 1.5 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Bihar Jharkhand,2021-Q1,555.0,77,Vodafone,Local,7.207792208
Rs. 398,28 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Bihar Jharkhand,2021-Q1,398.0,28,Vodafone,Local,14.214285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Bihar Jharkhand,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 269,56 days,"2G/3G/4G Data: 4 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 600 SMS",Vodafone Local,Bihar Jharkhand,2021-Q1,269.0,56,Vodafone,Local,4.803571429
Rs. 248,28 days,"2G/3G/4G Data: 8 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Bihar Jharkhand,2021-Q1,248.0,28,Vodafone,Local,8.857142857
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Bihar Jharkhand,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 218,28 days,"2G/3G/4G Data: 6 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Bihar Jharkhand,2021-Q1,218.0,28,Vodafone,Local,7.785714286
Rs. 149,28 days,Now get Truly Unlimited Local/National Calls to all Networks+2GB Data+300SMS -- Validity:28 Days,Vodafone Local,Bihar Jharkhand,2021-Q1,149.0,28,Vodafone,Local,5.321428571
Rs. 289,28 days,"3G/4G Data: 1.5 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- ZEE5 membership",Airtel STD,Bihar Jharkhand,2021-Q1,289.0,28,Airtel,STD,10.321428571
Rs. 251,28 days,2G/3G/4G Data: 50 GB -- Service validity 28 days.,Idea 4G Data,Bihar Jharkhand,2021-Q1,251.0,28,Idea,4G Data,8.964285714
Rs. 1499,365 days,Now get Truly Unlimited Local/National Calls to all Networks +24GB Data+3600SMS -- Validity: 365 Days,Idea 4G Data,Chennai,2021-Q1,1499.0,365,Idea,4G Data,4.106849315
Rs. 78,89 days,Callertunes with unlimited song change at rs -- 78 for 89 days,Vodafone Other,Chennai,2021-Q1,78.0,89,Vodafone,Other,0.876404494
Rs. 3995,10 days,"International Roaming Incoming: 250 minutes -- Intl Local / Calls to India: 250 minutes -- Roaming International SMS: 100 SMS -- International Roaming Data: 3 GB -- Covered Countries : Nigeria, South Africa, Kenya, Uganda, Zambia & more countries -- Visit",Airtel Roaming,Chennai,2021-Q1,3995.0,10,Airtel,Roaming,399.5
Rs. 1199,30 days,"International Roaming Pack :1 GB, 100mins of incoming/Local/India calls valid for 30 days.Covered Countries :UAE, Saudi Arabia, Malaysia, USA, Oman, Qatar, UK, Kuwait, Singapore & more -- Visit www.airtel.in/IR.",Airtel Roaming,Chennai,2021-Q1,1199.0,30,Airtel,Roaming,39.966666667
Rs. 995,7 days,"International Roaming -- Get free 150 min outgoing & incoming calls & 500 mb when roaming abroad in us, uk, singapore, thailand, malaysia, bangladesh, sri lanka, china, kenya, germany, belgium, turkey, netherlands & more -- Check operators website for com",Vodafone 2G Data,Chennai,2021-Q1,995.0,7,Vodafone,2G Data,142.142857143
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Chennai,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Chennai,2021-Q1,558.0,56,Vodafone,Local,9.964285714
Rs. 499,70 days,"2G/3G/4G Data: 1.5 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Chennai,2021-Q1,499.0,70,Vodafone,Local,7.128571429
Rs. 449,56 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 56 Days",Vodafone Local,Chennai,2021-Q1,449.0,56,Vodafone,Local,8.017857143
Rs. 398,28 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Chennai,2021-Q1,398.0,28,Vodafone,Local,14.214285714
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Chennai,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 299,28 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 28 Days",Vodafone Local,Chennai,2021-Q1,299.0,28,Vodafone,Local,10.678571429
Rs. 269,56 days,"2G/3G/4G Data: 4 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 600 SMS",Vodafone Local,Chennai,2021-Q1,269.0,56,Vodafone,Local,4.803571429
Rs. 249,28 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day +100SMS/Day -- Validity:28 Days,Vodafone Local,Chennai,2021-Q1,249.0,28,Vodafone,Local,8.892857143
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Chennai,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 558,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, daily 3GB data and 100 SMS.",Airtel STD,Chennai,2021-Q1,558.0,56,Airtel,STD,9.964285714
Rs. 449,56 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, daily 2GB data and 100 SMS -- Pack valid for 56 days",Airtel STD,Chennai,2021-Q1,449.0,56,Airtel,STD,8.017857143
Rs. 219,28 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 1 GB data per day, 100 National SMS/day for 28 days",Airtel STD,Chennai,2021-Q1,219.0,28,Airtel,STD,7.821428571
Rs. 45,28 days,Data @ Rs.0.5/1.0MB -- Local & STD Calls @ 2.5 p/sec -- All Video Calls @ Rs.5.0 p/sec -- Local SMS @ Rs.1.0/sms -- National SMS @ Rs.1.5/sms -- ISD SMS @ Rs.5.0/sms,Airtel SMS,Chennai,2021-Q1,45.0,28,Airtel,SMS,1.607142857
Rs. 251,28 days,2G/3G/4G Data: 50 GB -- Service validity 28 days.,Idea 4G Data,Chennai,2021-Q1,251.0,28,Idea,4G Data,8.964285714
Rs. 78,89 days,Callertunes with unlimited song change at rs -- 78 for 89 days,Vodafone Other,Delhi,2021-Q1,78.0,89,Vodafone,Other,0.876404494
Rs. 79,28 days,Get Rs64 Talktime+Local/National Calls@1p/sec+200MB for 28 Days,Vodafone Top up,Delhi,2021-Q1,79.0,28,Vodafone,Top up,2.821428571
Rs. 26,28 days,SMS: 250 SMS,Vodafone SMS,Delhi,2021-Q1,26.0,28,Vodafone,SMS,0.928571429
Rs. 12,10 days,SMS: 120 SMS,Vodafone SMS,Delhi,2021-Q1,12.0,10,Vodafone,SMS,1.2
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Delhi,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Delhi,2021-Q1,558.0,56,Vodafone,Local,9.964285714
Rs. 499,70 days,"2G/3G/4G Data: 1.5 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Delhi,2021-Q1,499.0,70,Vodafone,Local,7.128571429
Rs. 449,56 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 56 Days",Vodafone Local,Delhi,2021-Q1,449.0,56,Vodafone,Local,8.017857143
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Delhi,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 249,28 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day +100SMS/Day -- Validity:28 Days,Vodafone Local,Delhi,2021-Q1,249.0,28,Vodafone,Local,8.892857143
Rs. 248,28 days,"2G/3G/4G Data: 8 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Delhi,2021-Q1,248.0,28,Vodafone,Local,8.857142857
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Delhi,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 218,28 days,"2G/3G/4G Data: 6 GB -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Delhi,2021-Q1,218.0,28,Vodafone,Local,7.785714286
Rs. 45,90 days,"Plan Migration -- Local Own 1p/2Sec, Local Other 1p/1Sec, STD 1p/1Sec; Roaming(MT/MO-InCircle/MO-OutCircle)-Free/80p/115p per Min -- Applicable only for Pay Per SECOND.",MTNL Other,Delhi,2021-Q1,45.0,90,MTNL,Other,0.5
Rs. 43,90 days,Plan Migration -- -Local&STD; 1p/1Sec;Roaming(MT/MO- InCircle/MO-OutCircle)-Free/ 4p/5p per 3Sec,MTNL Other,Delhi,2021-Q1,43.0,90,MTNL,Other,0.477777778
Rs. 16,30 days,Plan Migration -- Local&STD; 1p/1Sec;Roaming(MT/MO- InCircle/MO-OutCircle)-Free/ 4p/5p per 3Sec,MTNL Other,Delhi,2021-Q1,16.0,30,MTNL,Other,0.533333333
Rs. 14,30 days,"Plan Migration -- Local Own 1p/2Sec, Local Other 1p/1Sec, STD 1p/1Sec; Roaming(MT/MO-InCircle/MO-OutCircle)-Free/80p/115p per Min -- Applicable only for Pay Per SECOND.",MTNL Other,Delhi,2021-Q1,14.0,30,MTNL,Other,0.466666667
Rs. 421,84 days,2G/3G Data: 3 GB / Day -- Local & STD Calls: Unlimited -- SMS: 100 SMS / Day,MTNL Other,Delhi,2021-Q1,421.0,84,MTNL,Other,5.011904762
Rs. 365,70 days,2G/3G Data: 3 GB / Day -- Local & STD Calls: Unlimited -- SMS: 100 SMS / Day,MTNL Other,Delhi,2021-Q1,365.0,70,MTNL,Other,5.214285714
Rs. 231,42 days,2G/3G Data: 2.5 GB / Day -- Local & STD Calls: Unlimited -- SMS: 100 SMS / Day,MTNL Other,Delhi,2021-Q1,231.0,42,MTNL,Other,5.5
Rs. 19,2 days,"2G/3G/4G Data: 200 MB -- Local, STD & Roaming Calls: Unlimited",Vodafone 2G Data,Gujrat,2021-Q1,19.0,2,Vodafone,2G Data,9.5
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone 4G Data,Gujrat,2021-Q1,558.0,56,Vodafone,4G Data,9.964285714
Rs. 47,28 days,Callertunes with unlimited song change at rs -- 47 for 28 days,Vodafone Other,Gujrat,2021-Q1,47.0,28,Vodafone,Other,1.678571429
Rs. 6999,30 days,"International Roaming Incoming: 500 minutes -- Intl Local / Calls to India: 500 minutes -- Roaming International SMS: 100 SMS -- International Roaming Data: 5 GB -- Covered Countries : Nigeria, South Africa, Kenya, Uganda, Zambia & more countries -- Visit",Airtel Other,Gujrat,2021-Q1,6999.0,30,Airtel,Other,233.3
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Gujrat,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 699,84 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 84 Days",Vodafone Local,Gujrat,2021-Q1,699.0,84,Vodafone,Local,8.321428571
Rs. 449,56 days,"Now get DOUBLE Data, i.e -- 2+2=4GB/Day + Truly Unlimited Local/National Calls to all Networks + 100 Local and National SMS/Day -- Pack Valid for 56 Days",Vodafone Local,Gujrat,2021-Q1,449.0,56,Vodafone,Local,8.017857143
Rs. 379,84 days,Now get Truly Unlimited Local/National Calls to all Networks+6GB Data+1000SMS -- Validity: 84 Days,Vodafone Local,Gujrat,2021-Q1,379.0,84,Vodafone,Local,4.511904762
Rs. 219,28 days,Now get Truly Unlimited Local/National Calls to all Networks+1GB/Day+100SMS/ Day -- Validity:28Days,Vodafone Local,Gujrat,2021-Q1,219.0,28,Vodafone,Local,7.821428571
Rs. 3995,10 days,"International Roaming Incoming: 250 minutes -- Intl Local / Calls to India: 250 minutes -- Roaming International SMS: 100 SMS -- International Roaming Data: 3 GB -- Covered Countries : Nigeria, South Africa, Kenya, Uganda, Zambia & more countries -- Visit",Airtel Other,Gujrat,2021-Q1,3995.0,10,Airtel,Other,399.5
Rs. 496,1 days,"International Roaming Incoming: Unlimited -- Intl Local / Calls to India: 100 minutes -- Roaming International SMS: 100 SMS -- International Roaming Data: 500 MB -- Covered Countries : Bangladesh, Bhutan, Myanmar, Nepal, Sri Lanka.",Airtel Other,Gujrat,2021-Q1,496.0,1,Airtel,Other,496.0
Rs. 251,28 days,2G/3G/4G Data: 50 GB -- Service validity 28 days.,Idea 4G Data,Gujrat,2021-Q1,251.0,28,Idea,4G Data,8.964285714
Rs. 6995,28 days,"International Roaming -- 120 OG min/day (Local + call back home), Free IC, 15GB Data in these countries- Albania, Australia, Czech Republic, France, Germany, Greece, Hungary, Indonesia, Ireland, Italy, Malaysia, Malta, Mexico, Netherlands, New Zealand, Po",Idea Other,Gujrat,2021-Q1,6995.0,28,Idea,Other,249.821428571
Rs. 4695,10 days,"International Roaming -- 120 OG min/day (Local + call back home), Free IC, 10GB Data in these countries- Albania, Australia, Czech Republic, France, Germany, Greece, Hungary, Indonesia, Ireland, Italy, Malaysia, Malta, Mexico, Netherlands, New Zealand, Po",Idea Other,Gujrat,2021-Q1,4695.0,10,Idea,Other,469.5
Rs. 3495,7 days,"International Roaming -- 120 OG min/day (Local + call back home), Free IC, 7GB Data in these countries- Albania, Australia, Czech Republic, France, Germany, Greece, Hungary, Indonesia, Ireland, Italy, Malaysia, Malta, Mexico, Netherlands, New Zealand, Por",Idea Other,Gujrat,2021-Q1,3495.0,7,Idea,Other,499.285714286
Rs. 2695,4 days,"International Roaming -- 120 OG min/day (Local + call back home), Free IC, 4GB Data in these countries- Albania, Australia, Czech Republic, France, Germany, Greece, Hungary, Indonesia, Ireland, Italy, Malaysia, Malta, Mexico, Netherlands, New Zealand, Por",Idea Other,Gujrat,2021-Q1,2695.0,4,Idea,Other,673.75
Rs. 695,1 days,"International Roaming -- 120 OG min (Local + call back home), Free IC, 1GB Data in these countries- Albania, Australia, Czech Republic, France, Germany, Greece, Hungary, Indonesia, Ireland, Italy, Malaysia, Malta, Mexico, Netherlands, New Zealand, Portuga",Idea Other,Gujrat,2021-Q1,695.0,1,Idea,Other,695.0
Rs. 79,28 days,2G/3G/4G Data: 200 MB -- Local & STD Calls @ 1.0 p/sec -- Talktime: Rs.64.0,Idea Top up,Gujrat,2021-Q1,79.0,28,Idea,Top up,2.821428571
Rs. 1495,14 days,"International Roaming -- 150 OG + IC min (Local + call back home), 250MB Data in these countries- Indonesia, Saudi Arabia, UAE; 300 OG + IC min (Local + call back home), 1GB Data in these countries- Australia, Canada, Czech Republic, France, Germany, Ghan",Idea Other,Gujrat,2021-Q1,1495.0,14,Idea,Other,106.785714286
Rs. 995,7 days,"International Roaming -- 100 OG + IC min (Local + call back home), 100MB Data in these countries- Indonesia, Saudi Arabia, UAE; 150 OG + IC min (Local + call back home), 500MB Data in these countries- Australia, Canada, Czech Republic, France, Germany, Gh",Idea Other,Gujrat,2021-Q1,995.0,7,Idea,Other,142.142857143
Rs. 79,28 days,Get Rs64 Talktime+Local/National Calls@1p/sec+200MB for 28 Days,Vodafone Top up,Haryana,2021-Q1,79.0,28,Vodafone,Top up,2.821428571
Rs. 2399,365 days,Now get Truly Unlimited Local/National Calls to all Networks +1.5GB/Day Data+100SMS/Day -- Validity: 365 Days,Vodafone Local,Haryana,2021-Q1,2399.0,365,Vodafone,Local,6.57260274
Rs. 558,56 days,"2G/3G/4G Data: 3 GB / Day -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day",Vodafone Local,Haryana,2021-Q1,558.0,56,Vodafone,Local,9.964285714
