Price,Validity,Description,Tags,Circle,Time,Price2,Days2,Tag1,Tag2,clean_price_per_day
Rs. 58,N.A.,3 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Andhra Pradesh,2023-Q1,58.0,N.A.,Airtel,4G Data,
Rs. 2998,30 days,"International Roaming : 5 GB Data, 200mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 2.5 GB Data, 100mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.i",Airtel Other,Andhra Pradesh,2023-Q1,2998.0,30,Airtel,Other,99.933333333
Rs. 2997,365 days,"International Roaming : 2 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 1 GB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/I",Airtel Other,Andhra Pradesh,2023-Q1,2997.0,365,Airtel,Other,8.210958904
Rs. 899,10 days,"International Roaming : 1 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in",Airtel Other,Andhra Pradesh,2023-Q1,899.0,10,Airtel,Other,89.9
Rs. 756,5 days,"International Roaming : 100mins IC+OG (India + Local) - (covers-US, Europe, Gulf & -- more - Set1) 50mins IC+OG (India + Local) - (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Andhra Pradesh,2023-Q1,756.0,5,Airtel,Other,151.2
Rs. 755,5 days,"International Roaming Pack :1 GB Data (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Andhra Pradesh,2023-Q1,755.0,5,Airtel,Other,151.0
Rs. 509,32 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 60GB Data & 300 SMS Valid for 1 month--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Other,Andhra Pradesh,2023-Q1,509.0,32,Airtel,Other,15.90625
Rs. 649,1 days,"International Roaming:500 MB Data, 100mins IC+OG (India + Local), 10 SMS (covers-US, Europe, Gulf & -- more - Set1) 250 MB Data, 50mins IC+OG (India + Local), 5 SMS (covers-Africa, maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/",Airtel SMS,Andhra Pradesh,2023-Q1,649.0,1,Airtel,SMS,649.0
Rs. 199,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 3GB Data & 300 SMS -- Valid for 30 days--Free Hellotunes--FreeWynkMusic",Airtel Local,Andhra Pradesh,2023-Q1,199.0,30,Airtel,Local,6.633333333
Rs. 519,60 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network, daily 1.5GB & 100 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 3G Data,Andhra Pradesh,2023-Q1,519.0,60,Airtel,3G Data,8.65
Rs. 489,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 50GB Data & 300 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 3G Data,Andhra Pradesh,2023-Q1,489.0,30,Airtel,3G Data,16.3
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Andhra Pradesh,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 2999,365 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network within India, daily 2GB data & 100 SMS, valid for 365 days-- Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 3G Data,Andhra Pradesh,2023-Q1,2999.0,365,Airtel,3G Data,8.216438356
Rs. 769,84 days,U/L voice* + U/L Data with speed reduced to 40Kbps after 2GB/day + 100SMS/day + BSNL Tunes + EROS Now Entertainment service + Hardy Mobile Games service by M/s ONE97 communications limited + Challenges Arena Mobile Gaming Service on Progressive Web App(PW,BSNL Local,Andhra Pradesh,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 298,52 days,"2G/3G Data: 1 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- EROS NOW Entertainment Services -- (including Mumbai and Delhi)",BSNL Local,Andhra Pradesh,2023-Q1,298.0,52,BSNL,Local,5.730769231
Rs. 269,28 days,U/L voice calls (Local/STD) any-net in Home LSA and National Roaming (incl Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day incl MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now service + Hardy Mobile Games service,BSNL Local,Andhra Pradesh,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls + 20 paisa/min off-net calls in home LSA and National roaming including MTNL network in Mumbai and Delhi.Plan extension cannot be done with this voucher,BSNL Local,Andhra Pradesh,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 36,30 days,STV is exclusively for the M/s TSRTC Enterprise customers only,BSNL STD,Andhra Pradesh,2023-Q1,36.0,30,BSNL,STD,1.2
Rs. 35,30 days,STV is exclusively for the M/s APSRTC Enterprise customers only,BSNL STD,Andhra Pradesh,2023-Q1,35.0,30,BSNL,STD,1.166666667
Rs. 1799,365 days,"Enjoy TRULY unlimited Local, STD & Roaming calls on any network, 24GB data, 3600 National SMS for 365 days and Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 3G Data,Andhra Pradesh,2023-Q1,1799.0,365,Airtel,3G Data,4.928767123
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Assam,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 769,84 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Assam,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Assam,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls Local/STD/National Roaming incl -- MTNL network in Mumbai and Delhi,BSNL Local,Assam,2023-Q1,48.0,30,BSNL,Local,1.6
Rs. 1198,365 days,300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days,BSNL Local,Assam,2023-Q1,1198.0,365,BSNL,Local,3.282191781
Rs. 2399,395 days,For Validity Extension / Plan Migration customers only -- EROS NOW Entertainment Services -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after,BSNL STD,Assam,2023-Q1,2399.0,395,BSNL,STD,6.073417722
Rs. 1999,365 days,For Validity Extension / Plan Migration customers only -- EROS NOW Entertainment Services -- 600GB (regular) Data at high speed (Post which unlimited @ 40 Kbps) + U/L voice + 100SMS/day + Free PRBT with unlimited song change option(30 days) + Lokdhun cont,BSNL STD,Assam,2023-Q1,1999.0,365,BSNL,STD,5.476712329
Rs. 1499,336 days,Validity Extension -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area of Delhi and Mum,BSNL STD,Assam,2023-Q1,1499.0,336,BSNL,STD,4.461309524
Rs. 1199,336 days,For Validity Extension / Plan Migration customers only -- This Plan is applicable for Inactive customers(GP-II and beyond GP-II customers)only.Unlimited Local/STD/Roaming calls incl.customers Mumbai and Delhi + 24GB + 100 SMS/day -- Applicable only for PV,BSNL STD,Assam,2023-Q1,1199.0,336,BSNL,STD,3.568452381
Rs. 999,200 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice cal,BSNL STD,Assam,2023-Q1,999.0,200,BSNL,STD,4.995
Rs. 997,160 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day to Any N/w Including whil,BSNL STD,Assam,2023-Q1,997.0,160,BSNL,STD,6.23125
Rs. 699,130 days,For Validity Extension / Plan Migration customers only -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.Unlimited free data with speed reduced to 40 kbps after 0.5GB/day.100 SMS/day is incl,BSNL STD,Assam,2023-Q1,699.0,130,BSNL,STD,5.376923077
Rs. 666,105 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls + 2 GB data/Day + 100 SMS/day+ PRBT+Zing + Hardy Mobile Games + Astrotell and GameOn services for 105 days -- Base plan as per PV107/Per Min plan -- Applicable only for Plan V,BSNL STD,Assam,2023-Q1,666.0,105,BSNL,STD,6.342857143
Rs. 485,82 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls/Day any-net (Local/STD) in Home LSA and Roaming including Mumbai and Delhi + Unlimited Data with speed restricted to 40 Kbps after 1.5GB Data/day + 100 SMS/day to Any N/w Incl,BSNL STD,Assam,2023-Q1,485.0,82,BSNL,STD,5.914634146
Rs. 399,70 days,"2G/3G Data: 1 GB / Day -- Unlimited Data Pack -- Post FUP Speed: 40 Kbps -- Local, STD & Roaming Calls: Unlimited -- SMS: 100 SMS / Day -- + Free BSNL tunes + Lokdhun content (including MTNL)",BSNL STD,Assam,2023-Q1,399.0,70,BSNL,STD,5.7
Rs. 397,180 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice (Local/STD)(on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day is including MTNL ar,BSNL STD,Assam,2023-Q1,397.0,180,BSNL,STD,2.205555556
Rs. 249,45 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice in Home LSA and National roaming including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 kbps after 2GB/day + 100 SMS/day -- Freebies validit,BSNL STD,Assam,2023-Q1,249.0,45,BSNL,STD,5.533333333
Rs. 201,60 days,For Validity Extension / Plan Migration customers only -- PV for GP-II and beyond GP-II customers only.Free voice 300 min.6GB data.99 SMS.All other terms and conditions as per plan 107.Freebies will be applicable for whole validity period -- Applicable on,BSNL STD,Assam,2023-Q1,201.0,60,BSNL,STD,3.35
Rs. 199,30 days,For Validity Extension / Plan Migration customers only -- Unlimited voice calls(Local/STD) any-net in Home LSA and national roaming including MTNL network in Mumbai and Delhi + Unlimited data with speed reduced to 40Kbps after 2GB/day + 100 SMS/day to Any,BSNL STD,Assam,2023-Q1,199.0,30,BSNL,STD,6.633333333
Rs. 197,84 days,For Validity Extension / Plan Migration customers only -- Truly unlimited voice including MTNL roaming area of Delhi and Mumbai + Unlimited Data with speed reduced to 40 Kbps after 2GB/day + 100SMS/day + Zing(18days).All freebies valid for first 18 days o,BSNL STD,Assam,2023-Q1,197.0,84,BSNL,STD,2.345238095
Rs. 181,30 days,Data: 1GB/day; Validity: 30 DAYS,Airtel 4G Data,Bihar Jharkhand,2023-Q1,181.0,30,Airtel,4G Data,6.033333333
Rs. 65,N.A.,4 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Bihar Jharkhand,2023-Q1,65.0,N.A.,Airtel,4G Data,
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Bihar Jharkhand,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 48,30 days,Rs.10 usage value in main account + 20 paisa/min on-net calls Local/STD/National Roaming incl -- MTNL network in Mumbai and Delhi,BSNL Top up,Bihar Jharkhand,2023-Q1,48.0,30,BSNL,Top up,1.6
Rs. 769,84 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Bihar Jharkhand,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,Unlimited voice calls (Local/STD) any-net in Home LSA and National Roaming (including Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day is including MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now Entertainment serv,BSNL Local,Bihar Jharkhand,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 1198,365 days,300min any-net voice calls in Home LSA national roaming including MTNL area of Mumbai and Delhi+3GB Data+30SMS) per month for 12 months/365days,BSNL Local,Bihar Jharkhand,2023-Q1,1198.0,365,BSNL,Local,3.282191781
Rs. 779,90 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network, daily 1.5GB & 100 SMS--Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 4G Data,Bihar Jharkhand,2023-Q1,779.0,90,Airtel,4G Data,8.655555556
Rs. 489,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 50GB Data & 300 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 4G Data,Bihar Jharkhand,2023-Q1,489.0,30,Airtel,4G Data,16.3
Rs. 18,28 days,Enjoy ISD calling at discounted rates for 28 days -- For country wise tariff visit www.airtel.in,Airtel ISD,Bihar Jharkhand,2023-Q1,18.0,28,Airtel,ISD,0.642857143
Rs. 999,84 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 2.5GB/day data and 100 SMS/day and Disney+ Hotstar Mobile for 3 months on Airtel App & Web--Amazon Prime subscription for 84 days--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days free access",Airtel 4G Data,Bihar Jharkhand,2023-Q1,999.0,84,Airtel,4G Data,11.892857143
Rs. 2998,30 days,"International Roaming : 5 GB Data, 200mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 2.5 GB Data, 100mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.i",Airtel Other,Bihar Jharkhand,2023-Q1,2998.0,30,Airtel,Other,99.933333333
Rs. 2997,365 days,"International Roaming : 2 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 1 GB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/I",Airtel Other,Bihar Jharkhand,2023-Q1,2997.0,365,Airtel,Other,8.210958904
Rs. 899,10 days,"International Roaming : 1 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in",Airtel Other,Bihar Jharkhand,2023-Q1,899.0,10,Airtel,Other,89.9
Rs. 2399,395 days,For Validity Extension / Plan Migration customers only -- EROS NOW Entertainment Services -- Unlimited voice Local/STD calls any net in Home LSA and national roaming incl -- MTNL network in Mumbai and Delhi + Unlimited data (speed reduced to 40 kbps after,BSNL STD,Bihar Jharkhand,2023-Q1,2399.0,395,BSNL,STD,6.073417722
Rs. 1999,365 days,For Validity Extension / Plan Migration customers only -- EROS NOW Entertainment Services -- 600GB (regular) Data at high speed (Post which unlimited @ 40 Kbps) + U/L voice + 100SMS/day + Free PRBT with unlimited song change option(30 days) + Lokdhun cont,BSNL STD,Bihar Jharkhand,2023-Q1,1999.0,365,BSNL,STD,5.476712329
Rs. 1499,336 days,Validity Extension -- Unlimited free voice calls in home and national roaming including MTNL network roaming area of Delhi and Mumbai.The 100 Free SMS/day will be applicable in home and national roaming including MTNL network roaming area of Delhi and Mum,BSNL STD,Bihar Jharkhand,2023-Q1,1499.0,336,BSNL,STD,4.461309524
Rs. 1199,336 days,For Validity Extension / Plan Migration customers only -- This Plan is applicable for Inactive customers(GP-II and beyond GP-II customers)only.Unlimited Local/STD/Roaming calls incl.customers Mumbai and Delhi + 24GB + 100 SMS/day -- Applicable only for PV,BSNL STD,Bihar Jharkhand,2023-Q1,1199.0,336,BSNL,STD,3.568452381
Rs. 999,200 days,For Validity Extension / Plan Migration customers only -- Unlimited voice Local/STD calls any net in Home LSA and national roaming including MTNL network in Mumbai and Delhi for 200 days + PRBT for 2 months.Charges after freebies are as follows: Voice cal,BSNL STD,Bihar Jharkhand,2023-Q1,999.0,200,BSNL,STD,4.995
Rs. 997,160 days,For Validity Extension / Plan Migration customers only -- Unlimited voice (Local/STD) (on-net/off-net) in Home LSA and national roaming incl -- Mumbai and Delhi + Unlimited Data speed reduced to 40kbps after 2GB/day + 100 SMS/day to Any N/w Including whil,BSNL STD,Bihar Jharkhand,2023-Q1,997.0,160,BSNL,STD,6.23125
Rs. 65,N.A.,4 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Chennai,2023-Q1,65.0,N.A.,Airtel,4G Data,
Rs. 181,30 days,Data: 1GB/day; Validity: 30 DAYS,Airtel 4G Data,Chennai,2023-Q1,181.0,30,Airtel,4G Data,6.033333333
Rs. 18,28 days,Enjoy ISD calling at discounted rates for 28 days -- For country wise tariff visit www.airtel.in,Airtel ISD,Chennai,2023-Q1,18.0,28,Airtel,ISD,0.642857143
Rs. 999,84 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 2.5GB/day data and 100 SMS/day and Disney+ Hotstar Mobile for 3 months on Airtel App & WebSubscription worth Rs 149--Amazon Prime subscription for 84 days--Xstream Mobile Pack 84 days free access",Airtel 4G Data,Chennai,2023-Q1,999.0,84,Airtel,4G Data,11.892857143
Rs. 111,32 days,Talktime: Rs 99; Data: 200 MB; Tariff Calls: Local/STD/LL @ 2.5/sec; Validity: 1 Month,Airtel Top up,Chennai,2023-Q1,111.0,32,Airtel,Top up,3.46875
Rs. 109,30 days,Talktime: Rs 99; Data: 200 MB; Tariff Calls: Local/STD/LL @ 2.5/sec; Validity: 30 Days,Airtel Top up,Chennai,2023-Q1,109.0,30,Airtel,Top up,3.633333333
Rs. 899,10 days,"International Roaming : 1 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in",Airtel Other,Chennai,2023-Q1,899.0,10,Airtel,Other,89.9
Rs. 131,32 days,"Local & STD calls 2.5p/sec, National video calls 5p/sec, DATA 50p/MB, SMS local Rs.1 STD Rs.1.5 ISD Rs.5, National Roaming Local 80p/min, STD Rs -- 1.5/min, SMS local 25p STD 38p",Airtel 4G Data,Chennai,2023-Q1,131.0,32,Airtel,4G Data,4.09375
Rs. 756,5 days,"International Roaming : 100mins IC+OG (India + Local) - (covers-US, Europe, Gulf & -- more - Set1) 50mins IC+OG (India + Local) - (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Chennai,2023-Q1,756.0,5,Airtel,Other,151.2
Rs. 98,N.A.,Data : 5 GB --Wynk Music Premium subscription -- Validity : Same as your existing pack-- Pack Applicable for Active Bundle and Smart Pack Users,Airtel 4G Data,Chennai,2023-Q1,98.0,N.A.,Airtel,4G Data,
Rs. 5000,N.A.,Talktime: Rs.4237.29,Airtel Top up,Chennai,2023-Q1,5000.0,N.A.,Airtel,Top up,
Rs. 1000,N.A.,Talktime: Rs.847.46,Airtel Top up,Chennai,2023-Q1,1000.0,N.A.,Airtel,Top up,
Rs. 500,N.A.,Talktime: Rs.423.73,Airtel Top up,Chennai,2023-Q1,500.0,N.A.,Airtel,Top up,
Rs. 100,N.A.,Talktime: Rs.81.75,Airtel Top up,Chennai,2023-Q1,100.0,N.A.,Airtel,Top up,
Rs. 20,N.A.,Talktime: Rs.14.95,Airtel Top up,Chennai,2023-Q1,20.0,N.A.,Airtel,Top up,
Rs. 10,N.A.,Talktime: Rs.7.47,Airtel Top up,Chennai,2023-Q1,10.0,N.A.,Airtel,Top up,
Rs. 439,90 days,"Local, STD & Roaming Calls: Unlimited -- SMS: 300 SMS -- (including MTNL network in Mumbai and Delhi)",BSNL STD,Chennai,2023-Q1,439.0,90,BSNL,STD,4.877777778
Rs. 755,5 days,"International Roaming Pack :1 GB Data (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Chennai,2023-Q1,755.0,5,Airtel,Other,151.0
Rs. 769,84 days,U/L voice* + U/L Data with speed reduced to 40Kbps after 2GB/day + 100SMS/day + BSNL Tunes + EROS Now Entertainment service + Hardy Mobile Games service by M/s ONE97 communications limited + Challenges Arena Mobile Gaming Service on Progressive Web App(PW,BSNL Local,Chennai,2023-Q1,769.0,84,BSNL,Local,9.154761905
Rs. 269,28 days,U/L voice calls (Local/STD) any-net in Home LSA and National Roaming (incl Mumbai and Delhi) + U/L Data with speed reduced to 40Kbps after 2GB/day + 100 SMS/ day incl MTNL area Mumbai and Delhi + BSNL Tunes + EROS Now service + Hardy Mobile Games service,BSNL Local,Chennai,2023-Q1,269.0,28,BSNL,Local,9.607142857
Rs. 65,N.A.,4 GB Data -- Validity same as your existing bundle /smart pack,Airtel 4G Data,Delhi,2023-Q1,65.0,N.A.,Airtel,4G Data,
Rs. 181,30 days,Data: 1GB/day; Validity: 30 DAYS,Airtel 4G Data,Delhi,2023-Q1,181.0,30,Airtel,4G Data,6.033333333
Rs. 18,28 days,Enjoy ISD calling at discounted rates for 28 days -- For country wise tariff visit www.airtel.in,Airtel ISD,Delhi,2023-Q1,18.0,28,Airtel,ISD,0.642857143
Rs. 999,84 days,"Enjoy unlimited Local, STD & Roaming calls on any network, 2.5GB/day data and 100 SMS/day and Disney+ Hotstar Mobile for 3 months on Airtel App & Web--Amazon Prime subscription for 84 days--Xstream App (Claim Hoichoi and Win* iPhone 14)84 days free access",Airtel 4G Data,Delhi,2023-Q1,999.0,84,Airtel,4G Data,11.892857143
Rs. 2998,30 days,"International Roaming : 5 GB Data, 200mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 2.5 GB Data, 100mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.i",Airtel Other,Delhi,2023-Q1,2998.0,30,Airtel,Other,99.933333333
Rs. 2997,365 days,"International Roaming : 2 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 1 GB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/I",Airtel Other,Delhi,2023-Q1,2997.0,365,Airtel,Other,8.210958904
Rs. 131,32 days,"Local & STD calls 2.5p/sec, National video calls 5p/sec, DATA 50p/MB, SMS local Rs.1 STD Rs.1.5 ISD Rs.5, National Roaming Local 80p/min, STD Rs -- 1.5/min, SMS local 25p STD 38p",Airtel 4G Data,Delhi,2023-Q1,131.0,32,Airtel,4G Data,4.09375
Rs. 899,10 days,"International Roaming : 1 GB Data, 100mins IC+OG (India + Local), 20 SMS (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data, 50mins IC+OG (India + Local), 10 SMS (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in",Airtel Other,Delhi,2023-Q1,899.0,10,Airtel,Other,89.9
Rs. 98,N.A.,Data : 5 GB --Wynk Music Premium subscription -- Validity : Same as your existing pack-- Pack Applicable for Active Bundle and Smart Pack Users,Airtel 4G Data,Delhi,2023-Q1,98.0,N.A.,Airtel,4G Data,
Rs. 756,5 days,"International Roaming : 100mins IC+OG (India + Local) - (covers-US, Europe, Gulf & -- more - Set1) 50mins IC+OG (India + Local) - (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Delhi,2023-Q1,756.0,5,Airtel,Other,151.2
Rs. 5000,N.A.,Talktime: Rs.4237.29,Airtel Top up,Delhi,2023-Q1,5000.0,N.A.,Airtel,Top up,
Rs. 1000,N.A.,Talktime: Rs.847.46,Airtel Top up,Delhi,2023-Q1,1000.0,N.A.,Airtel,Top up,
Rs. 500,N.A.,Talktime: Rs.423.73,Airtel Top up,Delhi,2023-Q1,500.0,N.A.,Airtel,Top up,
Rs. 100,N.A.,Talktime: Rs.81.75,Airtel Top up,Delhi,2023-Q1,100.0,N.A.,Airtel,Top up,
Rs. 20,N.A.,Talktime: Rs.14.95,Airtel Top up,Delhi,2023-Q1,20.0,N.A.,Airtel,Top up,
Rs. 10,N.A.,Talktime: Rs.7.47,Airtel Top up,Delhi,2023-Q1,10.0,N.A.,Airtel,Top up,
Rs. 509,32 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 60GB Data & 300 SMS Valid for 1 month--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Other,Delhi,2023-Q1,509.0,32,Airtel,Other,15.90625
Rs. 489,30 days,"Enjoy unlimited Local, STD & Roaming calls on any network, Total 50GB Data & 300 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel Other,Delhi,2023-Q1,489.0,30,Airtel,Other,16.3
Rs. 755,5 days,"International Roaming Pack :1 GB Data (covers-US, Europe, Gulf & -- more - Set1) 500 MB Data (covers-Africa, Maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/IR",Airtel Other,Delhi,2023-Q1,755.0,5,Airtel,Other,151.0
Rs. 649,1 days,"International Roaming:500 MB Data, 100mins IC+OG (India + Local), 10 SMS (covers-US, Europe, Gulf & -- more - Set1) 250 MB Data, 50mins IC+OG (India + Local), 5 SMS (covers-Africa, maldives & -- more - Set2) -- More covered countries: visit www.airtel.in/",Airtel SMS,Delhi,2023-Q1,649.0,1,Airtel,SMS,649.0
Rs. 779,90 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network, daily 1.5GB & 100 SMS--Apollo 24--7 Circle: 3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 4G Data,Gujrat,2023-Q1,779.0,90,Airtel,4G Data,8.655555556
Rs. 519,60 days,"Enjoy Truly unlimited Local, STD & Roaming calls on any network, daily 1.5GB & 100 SMS--Apollo 24--7 Circle:3 Months,at No Cost--Get Rs -- 100 cashback on FASTag--Free Hellotunes--Wynk Music Free",Airtel 4G Data,Gujrat,2023-Q1,519.0,60,Airtel,4G Data,8.65
